Call_ID,Timestamp,Agent_ID,Team,Supervisor_ID,IVR_Path,Duration,Resolved,Transferred,Customer_Utterance,Customer_ID,Sentiment,Escalation,Bot_Failure_Reason
C0438,2025-04-17 20:01:05.839230,A119,Team_1,S11,Start>Sales>Agent,711,True,True,My internet isn’t working,CUST3381,neutral,False,
C0439,2025-04-26 11:20:41.855371,A102,Team_3,S11,Start>Account,141,True,False,How do I change my plan?,CUST7564,neutral,False,
C0440,2025-04-02 21:55:49.096721,A101,Team_2,S13,Start>Sales,70,True,False,My service is down,CUST5685,positive,True,
C0441,2025-04-01 15:34:16.948328,A105,Team_1,S12,Start>TechSupport,730,True,False,What is this extra charge?,CUST2422,negative,False,complex_request
C0442,2025-04-26 17:43:09.252500,A121,Team_4,S13,Start>TechSupport,590,True,False,My internet isn’t working,CUST2477,neutral,False,complex_request
C0443,2025-04-06 13:52:20.043567,A126,Team_3,S11,Start>TechSupport,525,False,False,Where is my refund?,CUST1076,positive,False,
C0444,2025-04-17 08:52:19.130905,A103,Team_5,S10,Start>Agent,361,False,True,My internet isn’t working,CUST9409,negative,False,
C0445,2025-04-06 21:22:14.323164,A112,Team_5,S13,Start>TechSupport,835,False,False,Can I cancel my service?,CUST8548,negative,True,ambiguous_query
C0446,2025-04-06 09:19:26.233783,A103,Team_3,S10,Start>Sales>Agent,708,True,True,I want to update my account details,CUST6172,neutral,False,
C0447,2025-04-29 09:34:47.438562,A122,Team_3,S11,Start>Account>Agent,155,False,True,I want to talk to a human,CUST2245,neutral,True,
C0448,2025-04-03 14:25:42.192902,A110,Team_3,S11,Start>Account>Agent,247,True,True,Can I cancel my service?,CUST4271,positive,True,
C0449,2025-04-08 01:55:46.357308,A106,Team_2,S11,Start>TechSupport,693,False,False,What is this extra charge?,CUST2747,positive,True,ambiguous_query
C0450,2025-04-25 15:20:35.488860,A119,Team_1,S14,Start>Billing>Agent,553,False,True,Where is my refund?,CUST6167,neutral,False,
C0451,2025-04-21 21:45:32.377380,A105,Team_5,S12,Start>Sales>Agent,287,True,True,I need help with my bill,CUST9613,neutral,False,
C0452,2025-04-24 06:25:31.978389,A116,Team_3,S13,Start>Billing,528,True,False,My service is down,CUST8537,positive,True,no_match
C0453,2025-04-15 11:04:53.449065,A121,Team_2,S13,Start>TechSupport>Agent,393,False,True,Where is my refund?,CUST5254,positive,False,
C0454,2025-04-22 02:15:03.671085,A108,Team_4,S14,Start>Account,434,True,False,Can I cancel my service?,CUST7945,positive,False,complex_request
C0455,2025-04-27 00:59:10.767345,A127,Team_4,S12,Start>Sales,244,True,False,Where is my refund?,CUST4744,negative,False,no_input
C0456,2025-04-26 01:21:54.430325,A117,Team_4,S13,Start>TechSupport,209,True,False,Can I cancel my service?,CUST1159,positive,False,no_input
C0457,2025-04-12 10:03:01.253201,A128,Team_5,S14,Start>Account,864,False,False,I can't log in,CUST5111,neutral,True,ambiguous_query
C0458,2025-04-09 01:52:26.878539,A103,Team_2,S10,Start>TechSupport,893,False,False,Can I cancel my service?,CUST2577,neutral,False,complex_request
C0459,2025-04-28 00:42:45.097079,A111,Team_3,S14,Start>Agent,889,False,True,I want to talk to a human,CUST1324,neutral,False,
C0460,2025-04-03 18:27:27.031795,A118,Team_5,S14,Start>Billing,859,False,False,I want to talk to a human,CUST6326,neutral,False,ambiguous_query
C0461,2025-04-27 11:45:31.981455,A128,Team_1,S13,Start>Account>Agent,534,True,True,What is this extra charge?,CUST6527,neutral,False,
C0462,2025-04-17 09:28:51.223135,A102,Team_2,S12,Start>TechSupport,381,False,False,I can't log in,CUST5382,neutral,False,complex_request
C0463,2025-04-09 01:05:39.540655,A128,Team_4,S12,Start>Agent,521,False,True,What is this extra charge?,CUST4012,negative,True,
C0464,2025-04-04 06:08:41.791794,A121,Team_3,S10,Start>TechSupport,230,False,False,My internet isn’t working,CUST2565,positive,False,
C0465,2025-04-18 17:35:11.345570,A101,Team_1,S13,Start>Agent,843,True,True,My internet isn’t working,CUST5300,neutral,True,
C0466,2025-04-22 07:37:14.152815,A109,Team_2,S11,Start>Account>Agent,513,True,True,What is this extra charge?,CUST9630,negative,True,
C0467,2025-04-13 08:43:13.818465,A121,Team_3,S12,Start>Sales,538,False,False,My service is down,CUST8288,positive,True,
C0468,2025-04-08 12:50:14.559462,A119,Team_4,S14,Start>Sales>Agent,596,False,True,I want to talk to a human,CUST8891,neutral,True,
C0469,2025-04-30 22:20:04.727588,A109,Team_3,S13,Start>Account>Agent,219,False,True,I need help with my bill,CUST1001,neutral,True,
C0470,2025-04-23 21:32:59.599597,A109,Team_4,S14,Start>Billing>Agent,764,False,True,Can I cancel my service?,CUST5908,positive,False,
C0471,2025-04-09 01:26:49.839363,A119,Team_2,S10,Start>Agent,442,True,True,How do I change my plan?,CUST8161,positive,True,
C0472,2025-04-15 18:54:22.200319,A126,Team_4,S11,Start>Account>Agent,141,False,True,I want to update my account details,CUST9464,neutral,False,
C0473,2025-04-04 10:22:05.046329,A120,Team_5,S12,Start>Sales>Agent,252,True,True,What is this extra charge?,CUST3238,positive,False,
C0474,2025-04-09 04:05:05.471764,A108,Team_5,S13,Start>TechSupport,388,True,False,What is this extra charge?,CUST1813,negative,True,no_input
C0475,2025-04-22 15:05:36.476677,A103,Team_3,S12,Start>Billing,792,False,False,I need help with my bill,CUST4814,positive,True,ambiguous_query
C0476,2025-04-06 05:42:03.748979,A106,Team_3,S13,Start>Account>Agent,864,False,True,I want to talk to a human,CUST8597,neutral,True,
C0477,2025-05-01 02:55:08.824234,A102,Team_2,S10,Start>Account>Agent,854,False,True,My internet isn’t working,CUST9899,neutral,True,
C0478,2025-04-17 09:19:43.567075,A126,Team_4,S10,Start>TechSupport>Agent,846,True,True,How do I change my plan?,CUST8257,positive,True,
C0479,2025-04-12 09:11:17.229185,A114,Team_1,S14,Start>TechSupport,544,False,False,I can't log in,CUST6293,positive,True,
C0480,2025-04-13 22:05:33.817953,A116,Team_1,S12,Start>Sales,713,False,False,I want to update my account details,CUST6905,negative,True,no_match
C0481,2025-04-05 13:46:34.142442,A107,Team_4,S12,Start>Billing>Agent,231,False,True,Where is my refund?,CUST2960,positive,True,
C0482,2025-04-04 02:39:48.187787,A101,Team_5,S13,Start>Billing,440,True,False,I want to update my account details,CUST3583,neutral,False,no_match
C0483,2025-04-21 06:57:30.830712,A101,Team_3,S11,Start>Agent,870,True,True,What is this extra charge?,CUST8992,positive,False,
C0484,2025-04-01 19:13:49.290352,A123,Team_2,S10,Start>Sales>Agent,426,True,True,I can't log in,CUST1646,neutral,False,
C0485,2025-04-20 23:35:10.056387,A117,Team_4,S11,Start>Billing,616,False,False,I want to talk to a human,CUST8674,positive,True,no_match
C0486,2025-04-21 06:13:03.692723,A116,Team_2,S13,Start>Account>Agent,899,False,True,My service is down,CUST7014,neutral,False,
C0487,2025-04-12 08:24:02.766073,A128,Team_1,S14,Start>Account,854,True,False,I want to talk to a human,CUST2037,neutral,False,no_input
C0488,2025-04-12 08:13:51.724509,A116,Team_4,S14,Start>Billing,687,False,False,I want to talk to a human,CUST7714,neutral,True,no_match
C0489,2025-04-06 12:41:11.548515,A116,Team_1,S10,Start>Billing,242,True,False,I want to update my account details,CUST2753,neutral,True,no_match
C0490,2025-04-30 03:57:10.529263,A118,Team_4,S13,Start>Agent,698,False,True,I need help with my bill,CUST7002,positive,True,
C0491,2025-04-21 23:28:47.265980,A129,Team_2,S13,Start>TechSupport>Agent,539,True,True,I want to talk to a human,CUST7814,negative,True,
C0492,2025-04-14 03:43:17.471868,A116,Team_1,S10,Start>Account>Agent,139,True,True,My service is down,CUST2591,positive,True,
C0493,2025-04-03 09:45:08.329610,A106,Team_2,S14,Start>TechSupport,643,True,False,My service is down,CUST7802,neutral,False,ambiguous_query
C0494,2025-04-15 02:14:57.019936,A122,Team_4,S10,Start>Billing,871,True,False,My service is down,CUST7579,neutral,True,
C0495,2025-04-10 07:34:44.635590,A119,Team_4,S12,Start>Account,623,False,False,I want to talk to a human,CUST7755,neutral,False,complex_request
C0496,2025-04-26 02:15:41.715407,A119,Team_2,S14,Start>Agent,279,False,True,My service is down,CUST5162,positive,False,
C0497,2025-04-25 00:12:57.936741,A112,Team_1,S10,Start>Account>Agent,670,True,True,My service is down,CUST3213,negative,False,
C0498,2025-04-22 17:34:31.433127,A109,Team_2,S11,Start>Account,82,False,False,My service is down,CUST9376,neutral,True,no_match
C0499,2025-04-12 19:26:19.049755,A101,Team_4,S12,Start>Billing,201,False,False,I want to talk to a human,CUST5093,positive,False,no_match
C0500,2025-04-20 00:40:52.751680,A118,Team_4,S14,Start>TechSupport,811,True,False,I want to talk to a human,CUST8905,positive,True,
C0501,2025-04-04 00:35:11.917375,A120,Team_3,S10,Start>Sales>Agent,140,True,True,I want to talk to a human,CUST6700,negative,False,
C0502,2025-04-29 11:40:08.570562,A129,Team_1,S11,Start>Billing>Agent,709,False,True,I need help with my bill,CUST5993,neutral,False,
C0503,2025-04-09 09:07:04.356655,A110,Team_5,S11,Start>Billing,111,False,False,Can I cancel my service?,CUST9269,positive,False,complex_request
C0504,2025-04-04 13:19:18.802888,A125,Team_4,S11,Start>Billing,404,True,False,Can I cancel my service?,CUST1807,neutral,False,no_match
C0505,2025-04-30 09:23:26.896880,A112,Team_5,S13,Start>Billing,840,True,False,Can I cancel my service?,CUST4245,neutral,True,
C0506,2025-04-05 15:32:47.768646,A119,Team_5,S11,Start>TechSupport,133,False,False,How do I change my plan?,CUST6298,neutral,True,no_match
C0507,2025-04-07 13:00:35.263922,A121,Team_4,S13,Start>Account,416,True,False,I want to talk to a human,CUST6644,neutral,True,complex_request
C0508,2025-04-09 18:41:43.755820,A105,Team_3,S14,Start>Sales,698,True,False,Can I cancel my service?,CUST1735,negative,True,no_input
C0509,2025-04-16 08:37:47.894461,A121,Team_3,S11,Start>TechSupport>Agent,175,True,True,I want to update my account details,CUST3419,negative,False,
C0510,2025-04-19 15:12:09.728816,A110,Team_1,S12,Start>Sales,542,True,False,I want to talk to a human,CUST4424,neutral,True,no_input
C0511,2025-04-29 05:38:45.306439,A117,Team_5,S12,Start>Agent,554,True,True,I need help with my bill,CUST7170,neutral,True,
C0512,2025-04-29 03:28:09.098181,A105,Team_1,S12,Start>TechSupport,868,False,False,I need help with my bill,CUST8617,neutral,True,no_match
C0513,2025-04-06 01:20:21.890375,A112,Team_3,S12,Start>TechSupport>Agent,79,False,True,How do I change my plan?,CUST4787,negative,True,
C0514,2025-04-30 19:10:13.088152,A115,Team_5,S14,Start>TechSupport>Agent,250,True,True,My service is down,CUST8503,neutral,True,
C0515,2025-04-15 17:38:59.686949,A107,Team_5,S12,Start>Account,561,False,False,What is this extra charge?,CUST1301,positive,False,complex_request
C0516,2025-04-20 01:36:27.475835,A120,Team_3,S11,Start>Agent,342,True,True,I can't log in,CUST7343,negative,True,
C0517,2025-04-07 20:02:06.703840,A107,Team_2,S12,Start>Sales>Agent,732,True,True,My internet isn’t working,CUST7262,neutral,True,
C0518,2025-04-30 16:55:07.402436,A107,Team_5,S11,Start>Sales>Agent,379,False,True,Can I cancel my service?,CUST9883,positive,True,
C0519,2025-04-03 12:00:29.980244,A127,Team_2,S12,Start>Agent,198,False,True,What is this extra charge?,CUST3589,positive,True,
C0520,2025-04-04 22:05:53.355527,A110,Team_2,S10,Start>Account,483,False,False,I can't log in,CUST8258,neutral,False,no_input
C0521,2025-04-01 10:47:00.166175,A124,Team_2,S10,Start>Billing,249,True,False,Where is my refund?,CUST5372,neutral,True,
C0522,2025-04-26 03:36:33.588165,A107,Team_2,S10,Start>Account,141,False,False,What is this extra charge?,CUST9230,negative,False,complex_request
C0523,2025-04-13 06:08:02.124710,A105,Team_4,S13,Start>Sales,200,True,False,I want to update my account details,CUST4707,positive,True,complex_request
C0524,2025-04-24 08:46:06.641309,A113,Team_2,S11,Start>TechSupport,127,True,False,Can I cancel my service?,CUST9027,neutral,False,no_input
C0525,2025-04-25 12:02:37.937506,A113,Team_4,S10,Start>Sales>Agent,797,False,True,How do I change my plan?,CUST9784,neutral,True,
C0526,2025-04-26 03:14:12.509034,A114,Team_4,S10,Start>TechSupport,591,False,False,I need help with my bill,CUST7347,neutral,True,no_input
C0527,2025-04-18 22:35:10.890147,A109,Team_4,S13,Start>Account>Agent,852,False,True,Can I cancel my service?,CUST3727,neutral,True,
C0528,2025-04-08 16:25:32.513229,A114,Team_4,S10,Start>Agent,175,True,True,Where is my refund?,CUST9952,positive,False,
C0529,2025-04-09 09:22:27.609623,A114,Team_1,S11,Start>Sales,664,True,False,Can I cancel my service?,CUST2477,positive,True,no_match
C0530,2025-04-06 21:18:03.805341,A102,Team_1,S13,Start>Account,147,False,False,My service is down,CUST3619,positive,False,no_match
C0531,2025-04-04 09:49:47.175422,A124,Team_2,S12,Start>Billing,226,True,False,What is this extra charge?,CUST1840,neutral,False,ambiguous_query
C0532,2025-04-10 15:39:26.262846,A109,Team_2,S10,Start>Billing,267,True,False,Where is my refund?,CUST5146,positive,False,ambiguous_query
C0533,2025-04-15 13:44:30.301630,A117,Team_1,S14,Start>Sales,303,True,False,Where is my refund?,CUST8794,neutral,False,no_match
C0534,2025-04-02 20:44:34.509161,A119,Team_5,S10,Start>TechSupport,620,False,False,Where is my refund?,CUST4401,positive,True,no_match
C0535,2025-04-01 14:10:23.459754,A120,Team_3,S10,Start>Billing,93,False,False,I want to talk to a human,CUST2436,positive,False,no_input
C0536,2025-04-07 04:27:15.893807,A105,Team_3,S14,Start>Agent,241,False,True,Where is my refund?,CUST6901,negative,True,
C0537,2025-04-26 11:22:39.559863,A110,Team_3,S13,Start>TechSupport>Agent,836,False,True,My service is down,CUST2063,positive,True,
C0538,2025-04-02 19:20:04.758765,A122,Team_3,S12,Start>Agent,483,True,True,I want to update my account details,CUST1953,positive,True,
C0539,2025-04-14 14:10:57.528284,A123,Team_5,S12,Start>Sales>Agent,683,False,True,I can't log in,CUST9608,neutral,False,
C0540,2025-04-27 05:12:12.387667,A119,Team_5,S13,Start>Agent,806,False,True,Can I cancel my service?,CUST3947,negative,True,
C0541,2025-04-02 13:01:31.216635,A106,Team_1,S10,Start>Billing>Agent,536,True,True,I want to update my account details,CUST7793,neutral,False,
C0542,2025-04-15 09:42:53.687889,A117,Team_2,S10,Start>TechSupport,766,False,False,I can't log in,CUST2111,positive,False,no_match
C0543,2025-04-15 02:41:06.912727,A103,Team_3,S12,Start>Sales>Agent,801,True,True,What is this extra charge?,CUST4178,positive,False,
C0544,2025-04-05 11:04:15.954825,A129,Team_4,S10,Start>Billing,553,True,False,Can I cancel my service?,CUST9797,negative,False,ambiguous_query
C0545,2025-04-01 12:49:27.244650,A129,Team_1,S14,Start>Account>Agent,638,False,True,My service is down,CUST9779,positive,False,
C0546,2025-04-09 02:24:00.984843,A102,Team_2,S12,Start>Billing>Agent,407,False,True,My service is down,CUST3719,neutral,False,
C0547,2025-04-27 22:05:42.622564,A119,Team_1,S12,Start>Account,786,True,False,I can't log in,CUST7780,positive,True,complex_request
C0548,2025-04-08 10:50:39.724041,A114,Team_3,S11,Start>Agent,369,True,True,My internet isn’t working,CUST7131,neutral,True,
C0549,2025-04-22 18:09:31.812918,A114,Team_5,S10,Start>Sales,572,True,False,I want to update my account details,CUST6572,negative,False,complex_request
C0550,2025-04-09 09:25:40.859821,A104,Team_1,S14,Start>Billing,270,True,False,Can I cancel my service?,CUST7350,neutral,True,no_match
C0551,2025-04-16 18:51:06.290686,A109,Team_1,S14,Start>TechSupport>Agent,401,False,True,I need help with my bill,CUST2689,neutral,False,
C0552,2025-04-11 07:16:49.773777,A118,Team_3,S11,Start>Account,265,True,False,I can't log in,CUST5532,neutral,False,no_match
C0553,2025-04-30 16:25:07.936176,A108,Team_2,S11,Start>Account>Agent,177,True,True,Where is my refund?,CUST9422,positive,False,
C0554,2025-04-13 22:00:15.516360,A108,Team_2,S12,Start>TechSupport,235,True,False,I can't log in,CUST6549,neutral,True,no_input
C0555,2025-04-05 01:27:52.959901,A100,Team_4,S10,Start>TechSupport>Agent,452,True,True,My internet isn’t working,CUST7987,positive,False,
C0556,2025-04-13 19:03:10.759320,A109,Team_3,S11,Start>Agent,140,False,True,Where is my refund?,CUST3159,positive,False,
C0557,2025-04-06 12:01:56.554219,A114,Team_3,S13,Start>Sales,297,True,False,What is this extra charge?,CUST5227,negative,False,no_input
C0558,2025-04-03 21:27:51.847957,A122,Team_3,S12,Start>Sales,559,True,False,My internet isn’t working,CUST8787,positive,False,ambiguous_query
C0559,2025-04-28 03:49:02.710814,A127,Team_2,S12,Start>Account,678,True,False,My service is down,CUST2686,neutral,True,complex_request
C0560,2025-04-05 15:52:26.941636,A117,Team_1,S12,Start>Agent,532,False,True,Where is my refund?,CUST7773,positive,True,
C0561,2025-04-11 18:14:32.045735,A115,Team_4,S10,Start>Account,273,False,False,How do I change my plan?,CUST6606,neutral,True,no_input
C0562,2025-04-07 00:23:06.479580,A121,Team_1,S14,Start>Sales,177,False,False,I want to talk to a human,CUST2599,negative,True,complex_request
C0563,2025-04-24 05:10:08.512344,A112,Team_1,S14,Start>TechSupport>Agent,761,False,True,I want to talk to a human,CUST9098,neutral,True,
C0564,2025-04-22 16:30:49.201496,A106,Team_2,S14,Start>Billing>Agent,835,True,True,What is this extra charge?,CUST8421,neutral,False,
C0565,2025-04-04 15:47:13.112832,A106,Team_2,S12,Start>Account>Agent,643,False,True,How do I change my plan?,CUST6640,negative,True,
C0566,2025-04-28 00:33:53.893609,A127,Team_2,S12,Start>Billing>Agent,438,True,True,I need help with my bill,CUST6885,positive,False,
C0567,2025-04-19 09:11:16.141294,A107,Team_4,S14,Start>Sales>Agent,700,False,True,How do I change my plan?,CUST7652,positive,True,
C0568,2025-04-28 07:27:06.243618,A115,Team_2,S11,Start>Agent,453,False,True,How do I change my plan?,CUST3527,positive,True,
C0569,2025-04-08 20:58:31.757833,A100,Team_1,S10,Start>Billing,798,False,False,How do I change my plan?,CUST3224,positive,False,ambiguous_query
C0570,2025-04-19 13:03:10.553918,A128,Team_5,S13,Start>Billing,525,False,False,My service is down,CUST8373,positive,True,no_input
C0571,2025-04-01 13:49:32.319367,A113,Team_5,S10,Start>Sales,808,True,False,My service is down,CUST5411,neutral,False,no_match
C0572,2025-04-15 05:11:24.295964,A101,Team_5,S13,Start>Account,175,False,False,My internet isn’t working,CUST3327,neutral,False,ambiguous_query
C0573,2025-04-12 05:46:44.045362,A116,Team_1,S14,Start>TechSupport>Agent,311,False,True,My internet isn’t working,CUST9834,neutral,False,
C0574,2025-04-03 06:09:46.548598,A128,Team_3,S14,Start>Billing>Agent,540,False,True,My service is down,CUST8687,neutral,False,
C0575,2025-04-08 23:30:28.534748,A111,Team_3,S12,Start>Billing,96,False,False,Where is my refund?,CUST5267,positive,False,
C0576,2025-04-26 19:58:16.822758,A105,Team_5,S10,Start>Account>Agent,888,True,True,I can't log in,CUST8942,positive,True,
C0577,2025-04-18 05:58:24.961762,A108,Team_2,S14,Start>Account>Agent,341,False,True,I need help with my bill,CUST2827,neutral,True,
C0578,2025-04-06 05:41:48.353686,A111,Team_2,S12,Start>TechSupport,556,True,False,My service is down,CUST1542,positive,True,no_input
C0579,2025-04-02 07:57:26.820516,A119,Team_2,S13,Start>Sales>Agent,848,False,True,I want to update my account details,CUST8211,neutral,True,
C0580,2025-04-07 05:20:22.242924,A118,Team_3,S10,Start>Account>Agent,833,True,True,I need help with my bill,CUST3745,neutral,False,
C0581,2025-04-22 11:37:40.151724,A115,Team_5,S11,Start>Sales>Agent,759,False,True,Can I cancel my service?,CUST5302,positive,False,
C0582,2025-04-24 19:01:14.885861,A109,Team_4,S13,Start>Account,602,True,False,My internet isn’t working,CUST9704,neutral,False,
C0583,2025-04-11 11:32:59.561938,A129,Team_3,S12,Start>Account>Agent,333,True,True,I can't log in,CUST7408,neutral,True,
C0584,2025-04-16 13:01:27.259243,A116,Team_3,S11,Start>Account,620,True,False,I need help with my bill,CUST2113,positive,True,
C0585,2025-04-12 03:02:15.600028,A103,Team_4,S12,Start>TechSupport,802,False,False,I can't log in,CUST4163,positive,True,no_match
C0586,2025-04-26 09:31:48.488673,A119,Team_2,S14,Start>TechSupport>Agent,785,True,True,My internet isn’t working,CUST3128,positive,True,
C0587,2025-04-16 07:37:05.207642,A122,Team_2,S12,Start>Account>Agent,538,True,True,Can I cancel my service?,CUST5528,neutral,False,
C0588,2025-04-11 11:47:07.215889,A105,Team_1,S12,Start>Billing>Agent,451,False,True,I want to talk to a human,CUST1984,positive,False,
C0589,2025-04-16 11:43:54.135998,A114,Team_1,S13,Start>TechSupport,684,False,False,What is this extra charge?,CUST9061,positive,False,no_input
C0590,2025-04-03 05:27:12.801460,A119,Team_1,S13,Start>Account>Agent,165,True,True,My internet isn’t working,CUST2153,neutral,False,
C0591,2025-04-15 19:51:29.602445,A100,Team_4,S11,Start>Billing>Agent,98,False,True,I can't log in,CUST3483,neutral,False,
C0592,2025-04-22 19:36:31.350494,A116,Team_4,S13,Start>Sales>Agent,473,True,True,My service is down,CUST4700,positive,False,
C0593,2025-04-26 08:11:52.554197,A118,Team_5,S12,Start>Account,758,False,False,How do I change my plan?,CUST1904,neutral,True,complex_request
C0594,2025-04-30 04:22:24.844602,A117,Team_3,S10,Start>Sales,838,False,False,I want to update my account details,CUST3893,neutral,False,no_input
C0595,2025-04-14 23:47:36.699634,A109,Team_4,S10,Start>Account,558,True,False,Can I cancel my service?,CUST4104,positive,True,no_match
C0596,2025-04-20 19:26:55.587456,A123,Team_5,S11,Start>Sales,458,True,False,My service is down,CUST6041,neutral,False,no_match
C0597,2025-04-01 18:10:02.514754,A101,Team_3,S10,Start>Account,866,True,False,How do I change my plan?,CUST2936,positive,False,
C0598,2025-04-17 00:47:42.540709,A104,Team_5,S11,Start>TechSupport>Agent,97,True,True,Can I cancel my service?,CUST1312,neutral,True,
C0599,2025-04-30 13:59:10.155505,A122,Team_2,S10,Start>Billing,707,True,False,I can't log in,CUST2594,neutral,True,
C0600,2025-04-27 20:47:47.097025,A102,Team_1,S10,Start>Sales,669,True,False,My internet isn’t working,CUST4320,neutral,False,complex_request
C0601,2025-04-22 03:06:25.035091,A103,Team_5,S14,Start>Billing,389,True,False,I need help with my bill,CUST3841,positive,True,complex_request
C0602,2025-04-24 00:05:31.129658,A104,Team_4,S11,Start>Account,626,True,False,Can I cancel my service?,CUST4991,negative,True,no_input
C0603,2025-04-24 20:52:28.481590,A103,Team_5,S13,Start>Billing,76,False,False,My internet isn’t working,CUST1104,positive,True,
C0604,2025-04-05 15:33:34.224880,A128,Team_3,S13,Start>Sales,768,True,False,I want to update my account details,CUST3344,neutral,False,ambiguous_query
C0605,2025-04-30 06:53:35.901253,A107,Team_2,S14,Start>Billing>Agent,670,True,True,Can I cancel my service?,CUST2442,neutral,False,
C0606,2025-04-17 15:32:43.882280,A113,Team_1,S14,Start>TechSupport,256,True,False,My service is down,CUST2567,neutral,True,ambiguous_query
C0607,2025-04-01 21:02:25.037679,A124,Team_2,S12,Start>Billing>Agent,258,True,True,What is this extra charge?,CUST8772,neutral,True,
C0608,2025-04-10 15:47:40.011818,A101,Team_3,S12,Start>TechSupport,505,False,False,I want to talk to a human,CUST8424,positive,True,
C0609,2025-04-24 19:22:45.510416,A105,Team_2,S10,Start>Sales,587,True,False,My internet isn’t working,CUST4855,neutral,False,ambiguous_query
C0610,2025-04-27 04:16:23.224571,A106,Team_3,S11,Start>TechSupport>Agent,393,True,True,My internet isn’t working,CUST4884,neutral,True,
C0611,2025-04-02 02:53:38.494778,A128,Team_2,S10,Start>Sales,659,False,False,I need help with my bill,CUST8141,positive,False,no_input
C0612,2025-04-27 01:05:17.405148,A112,Team_3,S11,Start>Sales,797,True,False,I want to talk to a human,CUST5418,positive,True,no_match
C0613,2025-04-30 08:06:27.816535,A122,Team_5,S10,Start>Account>Agent,199,True,True,Can I cancel my service?,CUST8513,neutral,False,
C0614,2025-04-12 17:28:03.071414,A128,Team_3,S14,Start>Billing,868,True,False,Where is my refund?,CUST4763,positive,False,no_input
C0615,2025-04-07 19:59:45.080822,A118,Team_4,S13,Start>Account>Agent,74,False,True,I want to update my account details,CUST5060,positive,True,
C0616,2025-04-15 23:55:56.553561,A129,Team_5,S10,Start>Sales>Agent,105,True,True,Can I cancel my service?,CUST9261,positive,False,
C0617,2025-04-24 04:29:37.724051,A125,Team_1,S13,Start>Sales,306,True,False,My service is down,CUST1203,neutral,False,no_input
C0618,2025-04-17 02:17:44.641230,A104,Team_3,S12,Start>TechSupport,723,True,False,I need help with my bill,CUST8860,neutral,True,ambiguous_query
C0619,2025-04-30 10:19:22.891118,A127,Team_5,S14,Start>Billing>Agent,525,False,True,What is this extra charge?,CUST7641,positive,False,
C0620,2025-04-22 17:22:38.988966,A122,Team_1,S10,Start>Sales>Agent,767,False,True,My service is down,CUST1535,positive,False,
C0621,2025-04-07 11:36:51.857908,A125,Team_1,S14,Start>Account,813,True,False,My service is down,CUST6963,negative,True,ambiguous_query
C0622,2025-04-27 01:58:17.383561,A111,Team_4,S14,Start>Billing>Agent,434,False,True,What is this extra charge?,CUST2097,neutral,True,
C0623,2025-04-03 19:08:07.535541,A110,Team_2,S14,Start>TechSupport>Agent,724,False,True,Where is my refund?,CUST4437,neutral,True,
C0624,2025-04-22 08:21:41.706771,A111,Team_3,S14,Start>Sales>Agent,343,True,True,My internet isn’t working,CUST7108,positive,False,
C0625,2025-04-03 00:13:01.699378,A115,Team_5,S14,Start>Account>Agent,522,False,True,My internet isn’t working,CUST4085,negative,False,
C0626,2025-04-22 01:13:39.113211,A102,Team_4,S11,Start>Account>Agent,138,True,True,What is this extra charge?,CUST5521,positive,True,
C0627,2025-04-19 14:28:34.628976,A104,Team_2,S14,Start>Billing>Agent,360,False,True,My service is down,CUST3163,neutral,False,
C0628,2025-04-13 13:22:13.524242,A123,Team_1,S12,Start>TechSupport,124,True,False,I want to update my account details,CUST9513,neutral,False,
C0629,2025-04-14 20:18:27.809081,A110,Team_3,S13,Start>Agent,621,False,True,Can I cancel my service?,CUST5982,neutral,False,
C0630,2025-04-25 19:15:19.128896,A125,Team_3,S11,Start>Sales,440,False,False,I need help with my bill,CUST3430,positive,False,no_input
C0631,2025-04-19 09:36:51.330014,A119,Team_2,S14,Start>Account>Agent,246,True,True,What is this extra charge?,CUST3641,positive,True,
C0632,2025-04-22 02:08:59.581617,A118,Team_2,S13,Start>Account>Agent,438,True,True,I want to update my account details,CUST1568,neutral,False,
C0633,2025-04-29 07:02:58.931948,A111,Team_4,S14,Start>Billing,606,False,False,My internet isn’t working,CUST1408,neutral,False,no_input
C0634,2025-04-16 03:32:14.351753,A114,Team_3,S11,Start>Billing>Agent,816,False,True,I can't log in,CUST8764,negative,True,
C0635,2025-04-15 17:05:26.823289,A110,Team_1,S13,Start>Billing>Agent,202,True,True,I can't log in,CUST1406,neutral,True,
C0636,2025-04-21 18:17:42.571829,A111,Team_1,S12,Start>Billing>Agent,682,True,True,Where is my refund?,CUST9625,positive,False,
C0637,2025-04-07 01:16:17.642972,A100,Team_1,S14,Start>Sales,753,True,False,My service is down,CUST7462,positive,False,
C0638,2025-04-02 16:56:36.006957,A119,Team_5,S10,Start>Account,467,True,False,How do I change my plan?,CUST7056,positive,True,complex_request
C0639,2025-04-24 21:22:19.882202,A111,Team_3,S12,Start>Sales,634,True,False,I want to update my account details,CUST8278,neutral,False,ambiguous_query
C0640,2025-04-18 13:45:14.652827,A109,Team_2,S13,Start>Sales>Agent,202,True,True,What is this extra charge?,CUST4404,positive,False,
C0641,2025-04-19 16:37:04.922142,A129,Team_5,S13,Start>TechSupport>Agent,66,False,True,I can't log in,CUST7791,positive,False,
